city,lat,lng,iso2
Andorra la Vella,42.5000,1.5000,AD
Canillo,42.5670,1.5981,AD
Encamp,42.5167,1.5667,AD
Escaldes-Engordany,42.5085,1.5385,AD
La Massana,42.5434,1.5148,AD
Ordino,42.5550,1.5331,AD
Sant Julià de Lòria,42.4664,1.4933,AD
‘Ajmān,25.3994,55.4797,AE
Abu Dhabi,24.4781,54.3686,AE
Al ‘Ayn,24.2075,55.7447,AE
Al Fujayrah,25.1308,56.3347,AE
Dubai,25.2697,55.3094,AE
Madīnat Zāyid,23.6522,53.6536,AE
Ra’s al Khaymah,25.7915,55.9428,AE
Sharjah,25.3575,55.3919,AE
Umm al Qaywayn,25.5653,55.5533,AE
Aībak,36.2534,68.0394,AF
Andkhōy,36.9500,65.1167,AF
Asadābād,34.8742,71.1528,AF
Baghlān,36.1328,68.7000,AF
Balkh,36.7581,66.8989,AF
Bāmyān,34.8167,67.8167,AF
Barakī Barak,33.9667,68.9667,AF
Bāzārak,35.3129,69.5152,AF
Buynī Qarah,36.3172,66.8747,AF
Chārīkār,35.0183,69.1679,AF
Faīẕābād,37.1298,70.5792,AF
Farāh,32.3436,62.1194,AF
Fayrōz Kōh,34.5225,65.2517,AF
Gardēz,33.5931,69.2297,AF
Ghaznī,33.5492,68.4233,AF
Herāt,34.3738,62.1792,AF
Jalālābād,34.4303,70.4528,AF
Kabul,34.5328,69.1658,AF
Kandahār,31.6078,65.7053,AF
Karukh,34.4868,62.5918,AF
Khānābād,36.6831,69.1636,AF
Khōst,33.3333,69.9167,AF
Khulm,36.6833,67.6833,AF
Kōṯah-ye ‘As̲h̲rō,34.4500,68.8000,AF
Kunduz,36.7280,68.8725,AF
Lashkar Gāh,31.5938,64.3716,AF
Maḩmūd-e Rāqī,35.0167,69.3333,AF
Maīdān Shahr,34.3972,68.8697,AF
Maīmanah,35.9302,64.7701,AF
Mazār-e Sharīf,36.7000,67.1167,AF
Mehtar Lām,34.6500,70.1833,AF
Nīlī,33.7218,66.1302,AF
Pārūn,35.4206,70.9226,AF
Pul-e ‘Alam,33.9953,69.0227,AF
Pul-e Khumrī,35.9500,68.7000,AF
Qal‘ah-ye Now,34.9900,63.1200,AF
Qal‘ah-ye Zāl,37.0150,68.4672,AF
Qalāt,32.1061,66.9069,AF
Sar-e Pul,36.2214,65.9278,AF
Sharan,33.1757,68.7304,AF
Shibirghān,36.6650,65.7520,AF
Tāluqān,36.7167,69.5167,AF
Tarīn Kōṯ,32.6333,65.8667,AF
Zaranj,30.9600,61.8600,AF
Zarghūn Shahr,32.8500,68.4167,AF
Saint John’s,17.1211,-61.8447,AG
The Valley,18.2167,-63.0500,AI
Bajram Curri,42.3582,20.0760,AL
Ballsh,40.5991,19.7359,AL
Belsh,40.9833,19.8833,AL
Berat,40.7049,19.9497,AL
Bilisht,40.6275,20.9900,AL
Bulqizë,41.5000,20.2167,AL
Burrel,41.6000,20.0000,AL
Cërrik,41.0333,19.9833,AL
Çorovodë,40.5042,20.2272,AL
Delvinë,39.9494,20.0958,AL
Divjakë,40.9964,19.5327,AL
Durrës,41.3167,19.4500,AL
Elbasan,41.1125,20.0822,AL
Ersekë,40.3333,20.6833,AL
Fier,40.7167,19.5500,AL
Fushë-Krujë,41.4833,19.7167,AL
Gjirokastër,40.0758,20.1389,AL
Gramsh,40.8667,20.1833,AL
Kamëz,41.3833,19.7667,AL
Kavajë,41.1833,19.5500,AL
Korçë,40.6167,20.7667,AL
Krujë,41.5178,19.7978,AL
Krumë,42.1961,20.4146,AL
Kuçovë,40.8039,19.9144,AL
Kukës,42.0758,20.4231,AL
Laç,41.6353,19.7131,AL
Lezhë,41.7805,19.6434,AL
Libonik,40.7500,20.7167,AL
Librazhd,41.1833,20.3167,AL
Librazhd-Qendër,41.1969,20.3356,AL
Lushnjë,40.9333,19.7000,AL
Mamurras,41.5775,19.6922,AL
Patos,40.6841,19.6194,AL
Peqin,41.0500,19.7500,AL
Përmet,40.2333,20.3500,AL
Peshkopi,41.6831,20.4289,AL
Pogradec,40.9000,20.6500,AL
Prrenjas,41.0667,20.5500,AL
Pukë,42.0500,19.9000,AL
Roskovec,40.7375,19.7022,AL
Rrëshen,41.7667,19.8833,AL
Rrogozhinë,41.0761,19.6667,AL
Sarandë,39.8833,20.0167,AL
Shëngjin,41.8136,19.5939,AL
Shijak,41.3456,19.5672,AL
Shkodër,42.0667,19.5000,AL
Sukth,41.3833,19.5333,AL
Tepelenë,40.3000,20.0167,AL
Tirana,41.3300,19.8200,AL
Vau i Dejës,42.0000,19.6333,AL
Vlorë,40.4500,19.4833,AL
Vorë,41.3939,19.6544,AL
Abovyan,40.2739,44.6256,AM
Akhuryan,40.7810,43.9001,AM
Alaverdi,41.0950,44.6558,AM
Aparan,40.5961,44.3536,AM
Aragatsavan,40.3331,43.6581,AM
Ararat,39.8094,44.7144,AM
Armavir,40.1500,44.0400,AM
Arrinj,40.2314,44.5711,AM
Artashat,39.9539,44.5506,AM
Artik,40.6167,43.9500,AM
Arzakan,40.4494,44.6064,AM
Ashtarak,40.3000,44.4000,AM
Ayntap,40.0986,44.4681,AM
Azatan,40.7175,43.8258,AM
Berd,40.8808,45.3917,AM
Byureghavan,40.3147,44.5936,AM
Chambarak,40.5931,45.3572,AM
Charentsavan,40.4097,44.6431,AM
Dilijan,40.7408,44.8631,AM
Ejmiatsin,40.1728,44.2925,AM
Garrni,40.1194,44.7231,AM
Gavarr,40.3667,45.1333,AM
Geghahovit,40.1044,45.2897,AM
Goris,39.5111,46.3417,AM
Gugark,40.8072,44.5381,AM
Gyumri,40.7833,43.8333,AM
Hrazdan,40.5000,44.7667,AM
Ijevan,40.8756,45.1492,AM
Jermuk,39.8500,45.6833,AM
Jrvezh,40.1900,44.5900,AM
K’ajaran,39.1511,46.1600,AM
Kapan,39.2011,46.4150,AM
Karmir Gyukh,40.3306,45.1839,AM
Kasakh,40.2342,44.4525,AM
Lichk,40.1636,45.2278,AM
Malishka,39.7369,45.3875,AM
Maralik,40.5722,43.8669,AM
Martuni,40.1400,45.3064,AM
Metsamor,40.1428,44.1164,AM
Metsavan,41.2017,44.2289,AM
Mrgashat,40.1297,44.0706,AM
Nalbandyan,40.0678,43.9856,AM
Nor Geghi,40.3211,44.5797,AM
Nor Hachn,40.3000,44.5800,AM
Nor Kharberd,40.0892,44.4778,AM
Noyemberyan,41.1725,44.9936,AM
Odzun,41.0517,44.6153,AM
Oshakan,40.2633,44.3147,AM
Parakar,40.1639,44.4058,AM
Prroshyan,40.2472,44.4194,AM
Sardarapat,40.1321,44.0097,AM
Sevan,40.5550,44.9536,AM
Sisian,39.5208,46.0322,AM
Spitak,40.8372,44.2675,AM
Stepanavan,41.0075,44.3867,AM
Tashir,41.1144,44.2906,AM
Vanadzor,40.8128,44.4883,AM
Vardenik,40.1350,45.4364,AM
Vardenis,40.1800,45.7200,AM
Vayk,39.6833,45.4667,AM
Vedi,39.9100,44.7300,AM
Yeghegnadzor,39.7667,45.3500,AM
Yeghvard,40.3167,44.4833,AM
Yeranos,40.2081,45.1861,AM
Yerevan,40.1814,44.5144,AM
Zolakar,40.1250,45.3750,AM
Zovuni,40.2364,44.5039,AM
Ambriz,-7.8500,13.1167,AO
Belas,-8.9983,13.2650,AO
Benguela,-12.5500,13.4167,AO
Caála,-12.8500,15.5500,AO
Cabinda,-5.5667,12.2000,AO
Cacolo,-10.1496,19.2600,AO
Calenga,-11.3196,16.2000,AO
Calulo,-9.9996,14.9000,AO
Caluquembe,-13.7833,14.6833,AO
Camabatela,-8.1833,15.3667,AO
Camacupa,-12.0167,17.4833,AO
Cangamba,-13.6996,19.8600,AO
Capenda Camulemba,-9.4233,18.4328,AO
Cassongue,-11.8181,14.9689,AO
Catabola,-12.1167,17.3000,AO
Catape,-13.7667,15.0833,AO
Catumbela,-12.4167,13.5333,AO
Caxito,-8.6467,13.6642,AO
Cazombo,-11.9058,22.9217,AO
Chibemba,-15.7355,13.8905,AO
Chibia,-15.1833,13.7000,AO
Chinguar,-12.5500,16.3333,AO
Cubal,-13.0333,14.2333,AO
Cuito,-12.3833,16.9333,AO
Cuito Cuanavale,-15.1639,19.1731,AO
Dondo,-9.6942,14.4228,AO
Dundo,-7.3800,20.8300,AO
Ganda,-13.0167,14.6333,AO
Huambo,-12.7667,15.7333,AO
Lobito,-12.3597,13.5308,AO
Longonjo,-12.9067,15.1864,AO
Luanda,-8.8383,13.2344,AO
Luau,-10.7000,22.2333,AO
Lubango,-14.9167,13.5000,AO
Lucapa,-8.4228,20.7393,AO
Luena,-11.7900,19.9000,AO
Malanje,-9.5469,16.3387,AO
Matala,-14.7306,15.0367,AO
Mavinga,-15.7895,20.3600,AO
Mbanza Kongo,-6.2700,14.2400,AO
Menongue,-14.6585,17.6910,AO
Moçâmedes,-15.1953,12.1508,AO
Muconda,-10.5996,21.3200,AO
Ndalatando,-9.3000,14.9167,AO
Negage,-7.7667,15.2667,AO
Nzeto,-7.2290,12.8650,AO
Ondjiva,-17.0667,15.7333,AO
Porto Alexandre,-15.8032,11.8459,AO
Porto Amboim,-10.7183,13.7500,AO
Quibala,-10.7336,14.9800,AO
Quilengues,-14.0814,14.0764,AO
Quipungo,-14.8167,14.5500,AO
Saurimo,-9.6589,20.3934,AO
Soio,-6.1333,12.3667,AO
Songo,-7.3496,14.8500,AO
Sumbe,-11.2052,13.8417,AO
Tchitado,-17.3196,13.9200,AO
Uacu Cungo,-11.3583,15.1194,AO
Uíge,-7.6167,15.0500,AO
Vila Teixeira da Silva,-12.1958,15.8556,AO
Xangongo,-16.7467,14.9747,AO
Abra Pampa,-22.7167,-65.7000,AR
Adrogue,-34.8000,-58.3833,AR
Aldo Bonzi,-34.7083,-58.5181,AR
Allen,-38.9772,-67.8272,AR
Alta Gracia,-31.6667,-64.4333,AR
Alto Río Senguer,-45.0419,-70.8234,AR
Añatuya,-28.4667,-62.8333,AR
Aristóbulo del Valle,-27.0952,-54.8970,AR
Armstrong,-32.7819,-61.6019,AR
Avellaneda,-34.6625,-58.3678,AR
Avellaneda,-29.1175,-59.6583,AR
Ayacucho,-37.1525,-58.4882,AR
Azul,-36.7833,-59.8500,AR
Bahía Blanca,-38.7167,-62.2667,AR
Balcarce,-37.8464,-58.2556,AR
Banfield,-34.7500,-58.3833,AR
Baradero,-33.8000,-59.5167,AR
Belén,-27.6496,-67.0333,AR
Bell Ville,-32.6333,-62.6833,AR
Bella Vista,-34.5333,-58.6667,AR
Benito Juárez,-37.6833,-59.8000,AR
Berazategui,-34.7679,-58.2133,AR
Berisso,-34.8667,-57.8667,AR
Bernal,-34.7000,-58.2833,AR
Bialet Massé,-31.3214,-64.4694,AR
Bragado,-35.1167,-60.5000,AR
Brandsen,-35.1667,-58.2167,AR
Buenos Aires,-34.5997,-58.3819,AR
Burzaco,-34.8167,-58.3667,AR
Cafayate,-26.0700,-65.9800,AR
Caleta Olivia,-46.4333,-67.5333,AR
Campana,-34.1667,-58.9167,AR
Cañada de Gómez,-32.8167,-61.4000,AR
Capilla del Monte,-30.8500,-64.5167,AR
Capitán Bermúdez,-32.8167,-60.7167,AR
Carcarañá,-32.8500,-61.1500,AR
Carhué,-37.1667,-62.7333,AR
Carmen de Areco,-34.3833,-59.8167,AR
Caseros,-34.6167,-58.5333,AR
Casilda,-33.0442,-61.1681,AR
Castelar,-34.6500,-58.6500,AR
Castelli,-25.9500,-60.6167,AR
Catamarca,-28.4686,-65.7792,AR
Catriel,-37.8778,-67.7917,AR
Centenario,-38.8167,-68.1333,AR
Ceres,-29.8833,-61.9500,AR
Cerrillos,-24.9000,-65.4833,AR
Chacabuco,-34.6500,-60.4900,AR
Chajarí,-30.7667,-57.9833,AR
Chamical,-30.3592,-66.3133,AR
Charata,-27.2144,-61.1881,AR
Chascomús,-35.5750,-58.0089,AR
Chepes,-31.3500,-66.6000,AR
Chilecito,-29.1667,-67.5000,AR
Chivilcoy,-34.9000,-60.0167,AR
Choele Choel,-39.2858,-65.6542,AR
Chos Malal,-37.3833,-70.2667,AR
Chumbicha,-28.8666,-66.2333,AR
Cinco Saltos,-38.8167,-68.0667,AR
Ciudad General Belgrano,-34.7261,-58.5289,AR
Colón,-32.2241,-58.1419,AR
Comallo,-41.0333,-70.2667,AR
Comandante Fontana,-25.3333,-59.6833,AR
Comandante Luis Piedra Buena,-49.9830,-68.9100,AR
Comodoro Rivadavia,-45.8667,-67.5000,AR
Concepción del Uruguay,-32.4833,-58.2333,AR
Concordia,-31.3922,-58.0169,AR
Córdoba,-31.4167,-64.1833,AR
Coronda,-31.9667,-60.9167,AR
Coronel Dorrego,-38.7187,-61.2873,AR
Coronel Suárez,-37.4547,-61.9334,AR
Corral de Bustos,-33.2833,-62.2000,AR
Corrientes,-27.4833,-58.8167,AR
Cruz del Eje,-30.7333,-64.8000,AR
Cutral-Có,-38.9333,-69.2333,AR
Darregueira,-37.6996,-63.1666,AR
Deán Funes,-30.4333,-64.3500,AR
Dock Sur,-34.6417,-58.3478,AR
Dolores,-36.3132,-57.6792,AR
Don Bosco,-34.7000,-58.2833,AR
El Calafate,-50.3395,-72.2649,AR
El Maitén,-42.0500,-71.1667,AR
El Talar de Pacheco,-34.4719,-58.6550,AR
Eldorado,-26.4000,-54.6333,AR
Embalse,-32.1833,-64.4167,AR
Esperanza,-31.4167,-60.9333,AR
Esquel,-42.9000,-71.3167,AR
Esteban Echeverría,-34.8167,-58.4667,AR
Ezpeleta,-34.7517,-58.2344,AR
Federación,-30.9833,-57.9167,AR
Firmat,-33.4500,-61.4833,AR
Florencio Varela,-34.8167,-58.2833,AR
Florencio Varela,-34.8167,-58.3833,AR
Formosa,-26.1847,-58.1758,AR
Fray Luis A. Beltrán,-32.7833,-60.7333,AR
Frías,-28.6496,-65.1500,AR
Frontera,-31.4278,-62.0619,AR
Gastre,-42.2667,-69.2167,AR
General Conesa,-40.1000,-64.4333,AR
General Deheza,-32.7564,-63.7889,AR
General Fernández Oro,-38.9500,-67.9167,AR
General Juan Madariaga,-37.0167,-57.1333,AR
General Levalle,-34.0167,-63.9167,AR
General Martín Miguel de Güemes,-24.6667,-65.0500,AR
General Pico,-35.6587,-63.7577,AR
General Roca,-39.0333,-67.5833,AR
Gobernador Gálvez,-33.0251,-60.6337,AR
Gobernador Gregores,-48.7509,-70.2485,AR
Godoy Cruz,-32.9167,-68.8333,AR
González Catán,-34.7708,-58.6464,AR
Goya,-29.1333,-59.2500,AR
Granadero Baigorria,-32.8500,-60.7000,AR
Gualeguay,-33.1500,-59.3167,AR
Gualeguaychú,-33.0078,-58.5111,AR
Haedo,-34.6500,-58.6000,AR
Helvecia,-31.1000,-60.0833,AR
Humahuaca,-23.2054,-65.3505,AR
Ingeniero Guillermo N. Juárez,-23.9000,-61.8500,AR
Ingeniero Jacobacci,-41.3000,-69.5833,AR
Ingeniero Luis A. Huergo,-39.0833,-67.2333,AR
Isidro Casanova,-34.7000,-58.5833,AR
Ituzaingó,-34.6582,-58.6672,AR
Jesús María,-30.9817,-64.0942,AR
Jesús Nazareno,-32.9111,-68.7900,AR
Joaquín V. González,-25.1171,-64.1247,AR
José C. Paz,-34.5167,-58.7667,AR
José María Ezeiza,-34.8333,-58.5167,AR
José Mármol,-34.7833,-58.3667,AR
Junín,-34.5939,-60.9464,AR
Junín de los Andes,-39.9167,-71.0667,AR
Justiniano Posse,-32.8833,-62.6667,AR
La Banda,-27.7333,-64.2500,AR
La Calera,-31.3439,-64.3353,AR
La Carlota,-33.4179,-63.2935,AR
La Falda,-31.0833,-64.5000,AR
La Paz,-33.4661,-67.5500,AR
La Plata,-34.9333,-57.9500,AR
La Quiaca,-22.1056,-65.6000,AR
La Reja,-34.6394,-58.8283,AR
La Rioja,-29.4131,-66.8558,AR
Laboulaye,-34.1267,-63.3911,AR
Laguna Larga,-31.7767,-63.8025,AR
Laguna Paiva,-31.3163,-60.6573,AR
Lamarque,-39.4236,-65.7000,AR
Lanús,-34.7000,-58.4000,AR
Las Heras,-32.8250,-68.8017,AR
Las Heras,-46.5500,-68.9500,AR
Las Lajas,-38.5208,-70.3667,AR
Las Lomitas,-24.7072,-60.5944,AR
Las Parejas,-32.6833,-61.5333,AR
Leones,-32.6617,-62.2967,AR
Libertad,-34.6833,-58.6833,AR
Libertador General San Martín,-23.8000,-64.7833,AR
Lincoln,-34.8500,-61.5167,AR
Lobos,-35.1864,-59.0961,AR
Lomas de Zamora,-34.7667,-58.4000,AR
Lomas del Mirador,-34.6667,-58.5297,AR
Longchamps,-34.8596,-58.3870,AR
Los Blancos,-23.5996,-62.6000,AR
Los Menucos,-40.8424,-68.0896,AR
Los Polvorines,-34.5000,-58.7000,AR
Luján,-34.5703,-59.1050,AR
Macachín,-37.1377,-63.6620,AR
Malargüe,-35.4745,-69.5853,AR
Malvinas Argentinas,-31.3697,-64.0531,AR
Mar de Ajó,-36.7162,-56.6766,AR
Mar del Plata,-38.0000,-57.5500,AR
Marcos Juárez,-32.7000,-62.1000,AR
Mendoza,-32.8833,-68.8333,AR
Mercedes,-34.6500,-59.4333,AR
Mercedes,-29.2000,-58.0833,AR
Merlo,-34.6653,-58.7275,AR
Mina Clavero,-31.7239,-65.0050,AR
Monte Chingolo,-34.7333,-58.3500,AR
Monte Cristo,-31.3431,-63.9444,AR
Monte Quemado,-25.8072,-62.8278,AR
Morón,-34.6500,-58.6167,AR
Munro,-34.5333,-58.5167,AR
Necochea,-38.5500,-58.7333,AR
Neuquén,-38.9573,-68.0455,AR
Nueve de Julio,-35.4500,-60.8833,AR
Oberá,-27.4833,-55.1333,AR
Olavarría,-36.9000,-60.3333,AR
Oliva,-32.0416,-63.5698,AR
Oncativo,-31.9134,-63.6818,AR
Pampa del Infierno,-26.5167,-61.1667,AR
Paraná,-31.7444,-60.5175,AR
Pedro Luro,-39.5000,-62.6833,AR
Pergamino,-33.8836,-60.5669,AR
Perito Moreno,-46.5900,-70.9297,AR
Perugorría,-29.3414,-58.6106,AR
Pico Truncado,-46.8000,-67.9667,AR
Pilar,-34.4588,-58.9142,AR
Pinamar,-37.1000,-56.8500,AR
Plaza Huincul,-38.9338,-69.1987,AR
Plottier,-38.9500,-68.2333,AR
Posadas,-27.3667,-55.8969,AR
Presidencia Roque Sáenz Peña,-26.7833,-60.4500,AR
Puerto Deseado,-47.7500,-65.9167,AR
Puerto Madryn,-42.7730,-65.0366,AR
Puerto San Martín,-32.7167,-60.7333,AR
Punta Alta,-38.8800,-62.0750,AR
Quilmes,-34.7167,-58.2667,AR
Rada Tilly,-45.9257,-67.5526,AR
Rafael Calzada,-34.7833,-58.3667,AR
Rafael Castillo,-34.7167,-58.6167,AR
Rafaela,-31.2667,-61.4833,AR
Ramos Mejía,-34.6500,-58.5667,AR
Rawson,-43.3000,-65.1000,AR
Reconquista,-29.1443,-59.6438,AR
Remedios de Escalada,-34.7167,-58.4000,AR
Resistencia,-27.4514,-58.9867,AR
Rinconada,-22.4403,-66.1672,AR
Río Colorado,-38.9908,-64.0958,AR
Río Cuarto,-33.1230,-64.3478,AR
Río Gallegos,-51.6333,-69.2333,AR
Río Grande,-53.7914,-67.6990,AR
Río Mayo,-45.6870,-70.2600,AR
Río Primero,-31.3333,-63.6167,AR
Río Segundo,-31.6501,-63.9116,AR
Río Tercero,-32.1768,-64.1130,AR
Rodeo,-30.2156,-69.1400,AR
Rosario,-32.9575,-60.6394,AR
Rosario del Tala,-32.3008,-59.1389,AR
Rufino,-34.2683,-62.7125,AR
Salta,-24.7883,-65.4106,AR
San Antonio de los Cobres,-24.2256,-66.3192,AR
San Antonio Oeste,-40.7333,-64.9500,AR
San Carlos de Bariloche,-41.1500,-71.3000,AR
San Cristóbal,-30.3105,-61.2372,AR
San Francisco,-31.4356,-62.0714,AR
San Francisco Solano,-34.7667,-58.3167,AR
San Isidro,-34.4667,-58.5167,AR
San Javier,-30.5833,-59.9500,AR
San José de Feliciano,-30.3833,-58.7500,AR
San Juan,-31.5375,-68.5364,AR
San Julián,-49.3070,-67.7298,AR
San Justo,-34.6833,-58.5500,AR
San Justo,-30.7833,-60.5833,AR
San Lorenzo,-28.1200,-58.7700,AR
San Luis,-33.2994,-66.3392,AR
San Martín,-33.0806,-68.4706,AR
San Martín de los Andes,-40.1667,-71.3500,AR
San Miguel,-34.5333,-58.7167,AR
San Miguel de Tucumán,-26.8167,-65.2167,AR
San Nicolás de los Arroyos,-33.3333,-60.2167,AR
San Pedro,-24.2196,-64.8700,AR
San Pedro,-33.6794,-59.6669,AR
San Rafael,-34.6175,-68.3356,AR
San Ramón de la Nueva Orán,-23.1361,-64.3222,AR
San Salvador,-31.6167,-58.5000,AR
San Salvador de Jujuy,-24.1856,-65.2994,AR
Santa Elena,-30.9500,-59.8000,AR
Santa Fe,-31.6333,-60.7000,AR
Santa María,-26.6833,-66.0333,AR
Santa María,-31.2611,-64.4639,AR
Santa Rosa,-36.6203,-64.2906,AR
Santa Rosa,-28.2631,-58.1189,AR
Santa Rosa de Río Primero,-31.1500,-63.3833,AR
Santiago del Estero,-27.7844,-64.2669,AR
Santo Tomé,-31.6667,-60.7667,AR
Sarandí,-34.6833,-58.3333,AR
Sarmiento,-45.6000,-69.0833,AR
Senillosa,-39.0000,-68.4167,AR
Sierra Colorada,-40.5875,-67.7583,AR
Sierra Grande,-41.6061,-65.3558,AR
Sunchales,-30.9442,-61.5614,AR
Susques,-23.4006,-66.3672,AR
Tandil,-37.3167,-59.1333,AR
Tapiales,-34.7058,-58.5047,AR
Tartagal,-22.5000,-63.8333,AR
Telsen,-42.3833,-66.9500,AR
Temperley,-34.7667,-58.3833,AR
Tinogasta,-28.0667,-67.5667,AR
Trancas,-26.2308,-65.2781,AR
Trelew,-43.2533,-65.3094,AR
Tres Arroyos,-38.3667,-60.2667,AR
Trevelín,-43.0833,-71.4667,AR
Tunuyán,-33.5667,-69.0167,AR
Unquillo,-31.2333,-64.3167,AR
Ushuaia,-54.8072,-68.3044,AR
Uspallata,-32.5931,-69.3460,AR
Veinticinco de Mayo,-35.4167,-60.1667,AR
Veinticinco de Mayo,-37.7710,-67.7173,AR
Veintiocho de Noviembre,-51.5840,-72.2143,AR
Venado Tuerto,-33.7500,-61.9667,AR
Vera,-29.4667,-60.2167,AR
Vicente López,-34.5333,-58.4750,AR
Victoria,-32.6167,-60.1667,AR
Victorica,-36.2167,-65.4340,AR
Viedma,-40.8000,-63.0000,AR
Villa Adelina,-34.5175,-58.5475,AR
Villa Allende,-31.2944,-64.2953,AR
Villa Alsina,-34.6667,-58.4167,AR
Villa Ángela,-27.5833,-60.7167,AR
Villa Carlos Paz,-31.4000,-64.5167,AR
Villa Celina,-34.7006,-58.4825,AR
Villa Constitución,-33.2333,-60.3333,AR
Villa Cura Brochero,-31.7100,-65.0200,AR
Villa del Rosario,-31.5833,-63.5333,AR
Villa Domínico,-34.6917,-58.3333,AR
Villa General Belgrano,-31.9667,-64.5667,AR
Villa Gesell,-37.2556,-56.9681,AR
Villa Huidobro,-34.8333,-64.5833,AR
Villa La Angostura,-40.7616,-71.6448,AR
Villa Luzuriaga,-34.6667,-58.5833,AR
Villa María,-32.4103,-63.2314,AR
Villa Mercedes,-33.6667,-65.4667,AR
Villa Paranacito,-33.7000,-58.6833,AR
Villa Regina,-39.1000,-67.0667,AR
Villa Rumipal,-32.1895,-64.4792,AR
Villa Sarmiento,-34.6333,-58.5667,AR
Villaguay,-31.8500,-59.0167,AR
Villalonga,-39.8829,-62.5833,AR
Wilde,-34.7000,-58.3167,AR
Yacimiento Río Turbio,-51.5333,-72.3000,AR
Zapala,-38.9028,-70.0650,AR
Zárate,-34.0833,-59.0333,AR
Pago Pago,-14.2740,-170.7046,AS
Absam,47.2833,11.5000,AT
Abtenau,47.5333,13.3500,AT
Admont,47.5731,14.4611,AT
Alkoven,48.2872,14.1069,AT
Altach,47.3500,9.6500,AT
Altmünster,47.9000,13.7667,AT
Amstetten,48.1167,14.8667,AT
Andorf,48.3667,13.5667,AT
Ansfelden,48.2083,14.2889,AT
Arnoldstein,46.5506,13.7039,AT
Asten,48.2167,14.4167,AT
Attnang-Puchheim,48.0167,13.7167,AT
Axams,47.2303,11.2792,AT
Bad Gleichenberg,46.8702,15.9027,AT
Bad Goisern,47.6417,13.6167,AT
Bad Hall,48.0344,14.2097,AT
Bad Hofgastein,47.1711,13.1072,AT
Bad Ischl,47.7115,13.6239,AT
Bad Vöslau,47.9669,16.2144,AT
Bergheim,47.8403,13.0222,AT
Bischofshofen,47.4172,13.2194,AT
Bludenz,47.1533,9.8219,AT
Böheimkirchen,48.1978,15.7622,AT
Braunau am Inn,48.2583,13.0333,AT
Bregenz,47.5050,9.7492,AT
Breitenfurth bei Wien,48.1333,16.1500,AT
Bruck an der Leitha,48.0255,16.7790,AT
Bruck an der Mur,47.4106,15.2686,AT
Brunn am Gebirge,48.1069,16.2842,AT
Deutsch-Wagram,48.2994,16.5644,AT
Deutschlandsberg,46.8161,15.2150,AT
Dornbirn,47.4167,9.7500,AT
Ebbs,47.6300,12.2147,AT
Ebensee,47.8122,13.7731,AT
Eberndorf,46.5914,14.6436,AT
Ebreichsdorf,47.9611,16.4047,AT
Eggersdorf bei Graz,47.1228,15.5992,AT
Eibiswald,46.6867,15.2472,AT
Eisenstadt,47.8456,16.5189,AT
Elsbethen,47.7636,13.0817,AT
Engerwitzdorf,48.3397,14.4256,AT
Enns,48.2167,14.4750,AT
Eugendorf,47.8669,13.1242,AT
Fehring,46.9364,16.0106,AT
Feldbach,46.9550,15.8883,AT
Feldkirchen,46.7236,14.0919,AT
Feldkirchen an der Donau,48.3456,14.0503,AT
Feldkirchen bei Graz,47.0125,15.4425,AT
Ferlach,46.5269,14.3019,AT
Fischamend,48.1156,16.6128,AT
Fohnsdorf,47.2083,14.6794,AT
Freistadt,48.5117,14.5061,AT
Frohnleiten,47.2703,15.3244,AT
Fürstenfeld,47.0500,16.0833,AT
Gallneukirchen,48.3531,14.4158,AT
Gänserndorf,48.3406,16.7175,AT
Garsten,48.0217,14.4089,AT
Gerasdorf bei Wien,48.2950,16.4675,AT
Gleisdorf,47.1039,15.7083,AT
Gloggnitz,47.6758,15.9383,AT
Gmünd,48.7667,14.9833,AT
Gmunden,47.9181,13.7994,AT
Gnas,46.8749,15.8263,AT
Götzis,47.3342,9.6453,AT
Gramastetten,48.3811,14.1900,AT
Gratkorn,47.1356,15.3392,AT
Graz,47.0749,15.4409,AT
Grieskirchen,48.2350,13.8319,AT
Grödig,47.7394,13.0361,AT
Groß-Enzersdorf,48.2000,16.5500,AT
Gunskirchen,48.1344,13.9431,AT
Guntramsdorf,48.0483,16.3150,AT
Haag,48.1122,14.5656,AT
Hafendorf,47.4556,15.3194,AT
Hainburg an der Donau,48.1478,16.9419,AT
Hall in Tirol,47.2833,11.5000,AT
Hallein,47.6667,13.0833,AT
Hard,47.4892,9.6900,AT
Hartberg,47.2806,15.9700,AT
Herzogenburg,48.2833,15.6833,AT
Himberg,48.0667,16.4333,AT
Hitzendorf,47.0353,15.3008,AT
Höchst,47.4592,9.6400,AT
Hohenems,47.3667,9.6667,AT
Hollabrunn,48.5667,16.0833,AT
Hopfgarten im Brixental,47.4500,12.1667,AT
Hörbranz,47.5553,9.7528,AT
Horn,48.6653,15.6558,AT
Hörsching,48.2267,14.1794,AT
Imst,47.2394,10.7381,AT
Innsbruck,47.2683,11.3933,AT
Jenbach,47.3933,11.7767,AT
Judenburg,47.1725,14.6603,AT
Kalsdorf bei Graz,46.9661,15.4817,AT
Kapfenberg,47.4394,15.2894,AT
Kindberg,47.5044,15.4489,AT
Kirchberg in Tirol,47.4500,12.3167,AT
Kirchbichl,47.5167,12.0667,AT
Kitzbühel,47.4464,12.3919,AT
Klagenfurt,46.6167,14.3000,AT
